username,original_link,tweet_id,retweets,impressions,day,link,stance,notes
MonicaGandhi9,,1625152019425300480,222,183151,2023-02-13 15:16:49+00:00,https://twitter.com/MonicaGandhi9/status/1625152019425300480,neutral,???
FoxNews,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625329008895197187,2316,850262,2023-02-14 03:00:07+00:00,https://twitter.com/FoxNews/status/1625329008895197187,misleading,
MichaelPSenger,https://nypost.com/2023/02/14/face-masks-made-little-to-no-difference-in-preventing-covid-study/,1625556344635002881,296,39201,2023-02-14 18:03:28+00:00,https://twitter.com/MichaelPSenger/status/1625556344635002881,misleading,
catturd2,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625461123490217984,2423,249430,2023-02-14 11:45:06+00:00,https://twitter.com/catturd2/status/1625461123490217984,misleading,
nypost,https://nypost.com/2023/02/14/face-masks-made-little-to-no-difference-in-preventing-covid-study/,1625525537471864834,263,171209,2023-02-14 16:01:03+00:00,https://twitter.com/nypost/status/1625525537471864834,misleading,
seanhannity,https://hannity.com/media-room/following-the-science-new-study-finds-face-masks-made-little-to-no-difference/,1625551815222693900,353,92289,2023-02-14 17:45:28+00:00,https://twitter.com/seanhannity/status/1625551815222693900,misleading,
DrEliDavid,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1625918127648243714,1437,221436,2023-02-15 18:01:04+00:00,https://twitter.com/DrEliDavid/status/1625918127648243714,misleading,
MichaelPSenger,,1626011959975104512,239,42533,2023-02-16 00:13:55+00:00,https://twitter.com/MichaelPSenger/status/1626011959975104512,misleading,
DrSuneelDhand,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626541219491749891,563,45326,2023-02-17 11:17:01+00:00,https://twitter.com/DrSuneelDhand/status/1626541219491749891,nuanced_accurate,
Globalbiosec,,1627091355657990146,219,46376,2023-02-18 23:43:03+00:00,https://twitter.com/Globalbiosec/status/1627091355657990146,nuanced_accurate,
kevinnbass,,1626944235680464897,666,187844,2023-02-18 13:58:27+00:00,https://twitter.com/kevinnbass/status/1626944235680464897,misleading,
nbreavington,,1626978936906305537,204,9431,2023-02-18 16:16:21+00:00,https://twitter.com/nbreavington/status/1626978936906305537,misleading,
ToshiAkima,,1627184313593909248,404,230437,2023-02-19 05:52:26+00:00,https://twitter.com/ToshiAkima/status/1627184313593909248,nuanced_accurate,
MartinKulldorff,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1627669651931947009,508,96091,2023-02-20 14:01:00+00:00,https://twitter.com/MartinKulldorff/status/1627669651931947009,misleading,
nbreavington,,1627698839799865347,232,9328,2023-02-20 15:56:59+00:00,https://twitter.com/nbreavington/status/1627698839799865347,misleading,
Jikkyleaks,,1627851786144071680,193,25102,2023-02-21 02:04:44+00:00,https://twitter.com/Jikkyleaks/status/1627851786144071680,misleading,
dagenmcdowell,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,1628049785486729216,215,85190,2023-02-21 15:11:31+00:00,https://twitter.com/dagenmcdowell/status/1628049785486729216,misleading,
AaronSiriSG,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628403978143731712,307,37718,2023-02-22 14:38:57+00:00,https://twitter.com/AaronSiriSG/status/1628403978143731712,misleading,
BuckSexton,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628245279622238209,780,202024,2023-02-22 04:08:20+00:00,https://twitter.com/BuckSexton/status/1628245279622238209,misleading,
CaulfieldTim,,1628422163199057921,197,193182,2023-02-22 15:51:12+00:00,https://twitter.com/CaulfieldTim/status/1628422163199057921,nuanced_accurate,
ClayTravis,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628240475143520257,210,153562,2023-02-22 03:49:15+00:00,https://twitter.com/ClayTravis/status/1628240475143520257,misleading,
JamesMelville,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628538111331299329,190,48273,2023-02-22 23:31:57+00:00,https://twitter.com/JamesMelville/status/1628538111331299329,misleading,
JoshWalkos,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628214511248281602,271,43946,2023-02-22 02:06:04+00:00,https://twitter.com/JoshWalkos/status/1628214511248281602,misleading,
KendraWrites,,1628441152964771840,191,119077,2023-02-22 17:06:40+00:00,https://twitter.com/KendraWrites/status/1628441152964771840,misleading,
KevinBardosh,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628194485984444417,320,175638,2023-02-22 00:46:30+00:00,https://twitter.com/KevinBardosh/status/1628194485984444417,misleading,
KevinKileyCA,,1628191337110736896,345,30013,2023-02-22 00:33:59+00:00,https://twitter.com/KevinKileyCA/status/1628191337110736896,misleading,
MichaelPSenger,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628243406253355013,305,60451,2023-02-22 04:00:54+00:00,https://twitter.com/MichaelPSenger/status/1628243406253355013,misleading,
RandPaul,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628482055301484547,9816,1734477,2023-02-22 19:49:12+00:00,https://twitter.com/RandPaul/status/1628482055301484547,misleading,
RobertKennedyJr,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628403138750193667,6387,599335,2023-02-22 14:35:37+00:00,https://twitter.com/RobertKennedyJr/status/1628403138750193667,misleading,
davidzweig,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628265610839818240,471,385328,2023-02-22 05:29:07+00:00,https://twitter.com/davidzweig/status/1628265610839818240,misleading,
drlucymcbride,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628205731433402371,304,260834,2023-02-22 01:31:11+00:00,https://twitter.com/drlucymcbride/status/1628205731433402371,misleading,
freddiesayers,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628341440496431104,230,191381,2023-02-22 10:30:27+00:00,https://twitter.com/freddiesayers/status/1628341440496431104,misleading,
holmenkollin,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628360104331423744,404,35231,2023-02-22 11:44:36+00:00,https://twitter.com/holmenkollin/status/1628360104331423744,misleading,
leandroruschel,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628409539761430528,308,47533,2023-02-22 15:01:03+00:00,https://twitter.com/leandroruschel/status/1628409539761430528,misleading,
patrickbetdavid,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628422650904158210,190,130057,2023-02-22 15:53:09+00:00,https://twitter.com/patrickbetdavid/status/1628422650904158210,misleading,
realmichaelseif,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628252182020751362,515,112154,2023-02-22 04:35:46+00:00,https://twitter.com/realmichaelseif/status/1628252182020751362,misleading,
robbystarbuck,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628414781693562882,217,30515,2023-02-22 15:21:53+00:00,https://twitter.com/robbystarbuck/status/1628414781693562882,misleading,
rupasubramanya,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628212688848400385,237,23624,2023-02-22 01:58:50+00:00,https://twitter.com/rupasubramanya/status/1628212688848400385,misleading,
ABridgen,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628620395753443328,448,76507,2023-02-23 04:58:55+00:00,https://twitter.com/ABridgen/status/1628620395753443328,misleading,
FLMIRONES,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628681261253361664,274,11217,2023-02-23 09:00:46+00:00,https://twitter.com/FLMIRONES/status/1628681261253361664,misleading,
MaximeBernier,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628758764345036800,465,34562,2023-02-23 14:08:44+00:00,https://twitter.com/MaximeBernier/status/1628758764345036800,misleading,
YasinAslanTrk1,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628673739704438786,400,59784,2023-02-23 08:30:53+00:00,https://twitter.com/YasinAslanTrk1/status/1628673739704438786,misleading,
gregggonsalves,https://www.buzzfeednews.com/article/katiecamero/do-face-mask-mandates-work-covid,1628896082771025922,218,53008,2023-02-23 23:14:24+00:00,https://twitter.com/gregggonsalves/status/1628896082771025922,misleading,
MichaelPSenger,,1629194849986711552,296,139764,2023-02-24 19:01:35+00:00,https://twitter.com/MichaelPSenger/status/1629194849986711552,misleading,
MeetJess,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,1630251572314755073,937,73972,2023-02-27 17:00:38+00:00,https://twitter.com/MeetJess/status/1630251572314755073,nuanced_accurate,
dobssi,,1630151099012247552,371,114988,2023-02-27 10:21:23+00:00,https://twitter.com/dobssi/status/1630151099012247552,misleading,
luckytran,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,1630267280138403852,1232,210880,2023-02-27 18:03:03+00:00,https://twitter.com/luckytran/status/1630267280138403852,nuanced_accurate,
Kit_Yates_Maths,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,1630489626132594689,253,37812,2023-02-28 08:46:34+00:00,https://twitter.com/Kit_Yates_Maths/status/1630489626132594689,nuanced_accurate,
rosenbusch_,https://www.cicero.de/kultur/corona-christian-drosten-ethikrat-wissenschaft-lutge-teil-3,1630482491709505537,235,15058,2023-02-28 08:18:13+00:00,https://twitter.com/rosenbusch_/status/1630482491709505537,misleading,
MaximeBernier,https://nationalpost.com/opinion/community-masking-was-never-going-to-work-against-covid,1631289690060980224,234,20607,2023-03-02 13:45:44+00:00,https://twitter.com/MaximeBernier/status/1631289690060980224,misleading,
MichaelPSenger,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,1631354391797313536,296,36035,2023-03-02 18:02:50+00:00,https://twitter.com/MichaelPSenger/status/1631354391797313536,misleading,
dockaurG,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,1631277603674890240,470,172682,2023-03-02 12:57:43+00:00,https://twitter.com/dockaurG/status/1631277603674890240,misleading,
drmetinokucu,https://pubmed.ncbi.nlm.nih.gov/36715243/,1631602110696509441,227,57057,2023-03-03 10:27:11+00:00,https://twitter.com/drmetinokucu/status/1631602110696509441,misleading,
1goodtern,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632073709178454016,192,34685,2023-03-04 17:41:09+00:00,https://twitter.com/1goodtern/status/1632073709178454016,nuanced_accurate,
MartinKulldorff,https://thehill.com/opinion/healthcare/3882707-america-desperately-needs-a-bipartisan-pandemic-post-mortem/,1631846794698145792,210,73352,2023-03-04 02:39:28+00:00,https://twitter.com/MartinKulldorff/status/1631846794698145792,misleading,
luckytran,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632063872189251590,489,62891,2023-03-04 17:02:04+00:00,https://twitter.com/luckytran/status/1632063872189251590,nuanced_accurate,
PeterHotez,,1632342707766018055,900,237885,2023-03-05 11:30:03+00:00,https://twitter.com/PeterHotez/status/1632342707766018055,nuanced_accurate,
CaulfieldTim,,1634214975110627330,642,446432,2023-03-10 15:29:46+00:00,https://twitter.com/CaulfieldTim/status/1634214975110627330,nuanced_accurate,
CaulfieldTim,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634214973386928128,202,70358,2023-03-10 15:29:46+00:00,https://twitter.com/CaulfieldTim/status/1634214973386928128,nuanced_accurate,
DaliaHasanMD,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634162015622111237,646,129395,2023-03-10 11:59:20+00:00,https://twitter.com/DaliaHasanMD/status/1634162015622111237,nuanced_accurate,
Globalbiosec,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634301104791113728,512,154793,2023-03-10 21:12:01+00:00,https://twitter.com/Globalbiosec/status/1634301104791113728,nuanced_accurate,
gregggonsalves,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634229928324640773,290,101552,2023-03-10 16:29:12+00:00,https://twitter.com/gregggonsalves/status/1634229928324640773,nuanced_accurate,
luckytran,,1634237818473177088,231,40297,2023-03-10 17:00:33+00:00,https://twitter.com/luckytran/status/1634237818473177088,nuanced_accurate,
zeynep,,1634161449529475072,3282,3534100,2023-03-10 11:57:05+00:00,https://twitter.com/zeynep/status/1634161449529475072,nuanced_accurate,
EricTopol,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634639557131128832,361,182771,2023-03-11 19:36:55+00:00,https://twitter.com/EricTopol/status/1634639557131128832,nuanced_accurate,
JoeNBC,,1634617053637115904,229,118396,2023-03-11 18:07:29+00:00,https://twitter.com/JoeNBC/status/1634617053637115904,nuanced_accurate,
Rrenzokutai,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634431094346121217,364,60381,2023-03-11 05:48:33+00:00,https://twitter.com/Rrenzokutai/status/1634431094346121217,nuanced_accurate,
jvipondmd,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,1634397581903032320,199,118262,2023-03-11 03:35:23+00:00,https://twitter.com/jvipondmd/status/1634397581903032320,nuanced_accurate,
morgfair,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634448572862332928,961,187570,2023-03-11 06:58:01+00:00,https://twitter.com/morgfair/status/1634448572862332928,nuanced_accurate,
nishiurah,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634347517205975042,248,459314,2023-03-11 00:16:27+00:00,https://twitter.com/nishiurah/status/1634347517205975042,nuanced_accurate,
tak53381102,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634394061892362240,639,355794,2023-03-11 03:21:24+00:00,https://twitter.com/tak53381102/status/1634394061892362240,nuanced_accurate,
drpaulofaria22,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1635039439176228865,403,9679,2023-03-12 22:05:54+00:00,https://twitter.com/drpaulofaria22/status/1635039439176228865,misleading,
VPrasadMDMPH,,1636124577318440961,239,161056,2023-03-15 21:57:51+00:00,https://twitter.com/VPrasadMDMPH/status/1636124577318440961,nuanced_accurate,
MIKITO_777,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1636192743780397056,238,128879,2023-03-16 02:28:43+00:00,https://twitter.com/MIKITO_777/status/1636192743780397056,nuanced_accurate,
koichi_kawakami,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1636401782556594176,192,33616,2023-03-16 16:19:22+00:00,https://twitter.com/koichi_kawakami/status/1636401782556594176,nuanced_accurate,
CartlandDavid,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637829873644314626,2229,328885,2023-03-20 14:54:05+00:00,https://twitter.com/CartlandDavid/status/1637829873644314626,misleading,
DaAcervo,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637876025211101211,1095,42128,2023-03-20 17:57:29+00:00,https://twitter.com/DaAcervo/status/1637876025211101211,misleading,
PiotrWitczak_,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637928804839563270,341,43615,2023-03-20 21:27:12+00:00,https://twitter.com/PiotrWitczak_/status/1637928804839563270,misleading,
BlackBondPtv,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638928065995894784,199,4500,2023-03-23 15:37:55+00:00,https://twitter.com/BlackBondPtv/status/1638928065995894784,misleading,
DrLoupis,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638964209311445001,11950,1729666,2023-03-23 18:01:32+00:00,https://twitter.com/DrLoupis/status/1638964209311445001,misleading,
TonyHinton2016,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638971386189484037,293,13075,2023-03-23 18:30:03+00:00,https://twitter.com/TonyHinton2016/status/1638971386189484037,misleading,
silvano_trotta,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638961418203459586,1087,46940,2023-03-23 17:50:27+00:00,https://twitter.com/silvano_trotta/status/1638961418203459586,misleading,
v_joron,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638998449327689738,1020,28446,2023-03-23 20:17:36+00:00,https://twitter.com/v_joron/status/1638998449327689738,misleading,
FatEmperor,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639214155675713536,538,53943,2023-03-24 10:34:44+00:00,https://twitter.com/FatEmperor/status/1639214155675713536,misleading,
kevinnbass,,1640200419984166914,320,44079,2023-03-27 03:53:48+00:00,https://twitter.com/kevinnbass/status/1640200419984166914,misleading,
zerohedge,https://www.zerohedge.com/covid-19/sweden-did-exceptionally-well-during-covid-19-pandemic,1641727086577569792,221,194399,2023-03-31 09:00:13+00:00,https://twitter.com/zerohedge/status/1641727086577569792,misleading,
0waki,https://vinayprasadmdmph.substack.com/p/wide-confidence-intervals-means-an,1622794357383520256,245,51029,2023-02-07 03:08:19+00:00,https://twitter.com/0waki/status/1622794357383520256,misleading,
ArmandGirbes,https://www.artsenauto.nl/de-schijnwereld-van-mondkapjes-en-dergelijke/,1624093780340092928,124,43784,2023-02-10 17:11:46+00:00,https://twitter.com/ArmandGirbes/status/1624093780340092928,nuanced_accurate,
BILD,https://www.bild.de/bild-plus/politik/inland/politik-inland/globale-studie-schockt-forscher-maskenpflicht-half-wenig-gegen-corona-82753008.bild.html,1620902115580289024,149,62596,2023-02-01 21:49:13+00:00,https://twitter.com/BILD/status/1620902115580289024,misleading,
BR24,"https://www.br.de/nachrichten/wissen/cochrane-entschuldigt-sich-fuer-missverstaendliche-masken-studie,TYOPT19",1635608210856980480,86,50696,2023-03-14 11:46:00+00:00,https://twitter.com/BR24/status/1635608210856980480,nuanced_accurate,
Bigbird32392741,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,1621120711803940864,92,3213,2023-02-02 12:17:51+00:00,https://twitter.com/Bigbird32392741/status/1621120711803940864,misleading,
BlakeMMurdoch,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634234808665796608,143,37208,2023-03-10 16:48:35+00:00,https://twitter.com/BlakeMMurdoch/status/1634234808665796608,nuanced_accurate,
BlakesWort,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634432573924409348,130,51233,2023-03-11 05:54:26+00:00,https://twitter.com/BlakesWort/status/1634432573924409348,nuanced_accurate,
BuckSexton,,1633469310290079744,158,42690,2023-03-08 14:06:46+00:00,https://twitter.com/BuckSexton/status/1633469310290079744,misleading,
CPita3,,1622332886467633159,98,41690,2023-02-05 20:34:36+00:00,https://twitter.com/CPita3/status/1622332886467633159,nuanced_accurate,
CaulfieldTim,https://www.buzzfeednews.com/article/katiecamero/do-face-mask-mandates-work-covid,1629538410942828544,132,37622,2023-02-25 17:46:47+00:00,https://twitter.com/CaulfieldTim/status/1629538410942828544,nuanced_accurate,
CaulfieldTim,https://www.latimes.com/business/story/2023-02-24/covid-deniers-celebrate-a-study-that-claims-mask-mandates-dont-work-but-the-study-says-the-opposite,1629128983588802560,187,50951,2023-02-24 14:39:52+00:00,https://twitter.com/CaulfieldTim/status/1629128983588802560,nuanced_accurate,
CaulfieldTim,https://www.theguardian.com/commentisfree/2023/feb/27/dont-believe-those-who-claim-science-proves-masks-dont-work,1630335652670889984,98,46975,2023-02-27 22:34:44+00:00,https://twitter.com/CaulfieldTim/status/1630335652670889984,nuanced_accurate,
ChristinaBerndt,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1635604041773219842,183,319731,2023-03-14 11:29:26+00:00,https://twitter.com/ChristinaBerndt/status/1635604041773219842,nuanced_accurate,
ConversationEDU,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622780756413255681,95,41247,2023-02-07 02:14:16+00:00,https://twitter.com/ConversationEDU/status/1622780756413255681,nuanced_accurate,
CorneliaBeeking,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634445695183646720,106,6689,2023-03-11 06:46:34+00:00,https://twitter.com/CorneliaBeeking/status/1634445695183646720,nuanced_accurate,
CurtisHebert,https://www.zerohedge.com/geopolitical/gaslighting-conspiracy-theories-already-proven-true-2023,1631691545593217024,168,4945,2023-03-03 16:22:34+00:00,https://twitter.com/CurtisHebert/status/1631691545593217024,misleading,
DFisman,https://www.thestar.com/news/canada/2023/03/10/how-the-cochrane-review-went-wrong-report-questioning-covid-masks-blows-up-prompts-apology.html,1634569032476299264,101,19478,2023-03-11 14:56:40+00:00,https://twitter.com/DFisman/status/1634569032476299264,nuanced_accurate,
DKThomp,https://www.theatlantic.com/newsletters/archive/2023/03/covid-lab-leak-mask-mandates-science-media-information/673263/,1631650274895880192,86,202004,2023-03-03 13:38:34+00:00,https://twitter.com/DKThomp/status/1631650274895880192,nuanced_accurate,
Denachtzuster1,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620348484812689408,141,7013,2023-01-31 09:09:18+00:00,https://twitter.com/Denachtzuster1/status/1620348484812689408,misleading,
Dover63A,https://stevekirsch.substack.com/p/the-debate-is-over-masks-do-not-work,1621161611187855360,189,5137,2023-02-02 15:00:22+00:00,https://twitter.com/Dover63A/status/1621161611187855360,misleading,
DrJ56013122,https://relevantdata.substack.com/p/the-most-important-mask-studies-a,1592863406838931456,121,0,2022-11-16 12:53:24+00:00,https://twitter.com/DrJ56013122/status/1592863406838931456,misleading,
DrJBhattacharya,https://michaelpsenger.substack.com/p/rochelle-walenskys-terrible-testimony,1626038408639565824,460,61691,2023-02-16 01:59:01+00:00,https://twitter.com/DrJBhattacharya/status/1626038408639565824,misleading,
DrJBhattacharya,https://thehill.com/opinion/healthcare/3882707-america-desperately-needs-a-bipartisan-pandemic-post-mortem/,1631793948929736709,119,22583,2023-03-03 23:09:29+00:00,https://twitter.com/DrJBhattacharya/status/1631793948929736709,misleading,
DrJBhattacharya,https://trusttheevidence.substack.com/p/the-mask-mire,1561715060442968064,449,0,2022-08-22 14:01:00+00:00,https://twitter.com/DrJBhattacharya/status/1561715060442968064,misleading,
DrTomFrieden,https://www.vox.com/future-perfect/2023/2/22/23609499/masks-covid-coronavirus-cochrane-review-pandemic-science-studies-infection,1628834448702595072,154,43988,2023-02-23 19:09:29+00:00,https://twitter.com/DrTomFrieden/status/1628834448702595072,nuanced_accurate,
DrTomFrieden,https://yourlocalepidemiologist.substack.com/p/do-masks-work,1628834443183128576,148,55578,2023-02-23 19:09:28+00:00,https://twitter.com/DrTomFrieden/status/1628834443183128576,nuanced_accurate,
EricRWeinstein,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628445554819702784,103,198848,2023-02-22 17:24:09+00:00,https://twitter.com/EricRWeinstein/status/1628445554819702784,misleading,
Finanzas_Times,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639029408798261248,160,18723,2023-03-23 22:20:37+00:00,https://twitter.com/Finanzas_Times/status/1639029408798261248,misleading,
Fuchslocher1978,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628446717212237824,165,7929,2023-02-22 17:28:47+00:00,https://twitter.com/Fuchslocher1978/status/1628446717212237824,misleading,
GYamey,,1634241643636244482,127,63088,2023-03-10 17:15:45+00:00,https://twitter.com/GYamey/status/1634241643636244482,nuanced_accurate,
Globalbiosec,,1628862478531858432,125,16155,2023-02-23 21:00:52+00:00,https://twitter.com/Globalbiosec/status/1628862478531858432,nuanced_accurate,
Globalbiosec,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622722049645871111,85,43072,2023-02-06 22:21:00+00:00,https://twitter.com/Globalbiosec/status/1622722049645871111,nuanced_accurate,
ID_ethics,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620227089885716480,148,67932,2023-01-31 01:06:55+00:00,https://twitter.com/ID_ethics/status/1620227089885716480,misleading,
IMX_Immutable,https://chicago.suntimes.com/columnists/2023/2/8/23591132/cdc-exaggerated-evidence-supporting-mask-mandates-column-jacob-sullum,1623782821192933379,98,20493,2023-02-09 20:36:07+00:00,https://twitter.com/IMX_Immutable/status/1623782821192933379,misleading,
JSchmitzLeipzig,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634289789942878223,176,42738,2023-03-10 20:27:04+00:00,https://twitter.com/JSchmitzLeipzig/status/1634289789942878223,nuanced_accurate,
JaSimmank,https://www.zeit.de/gesundheit/2023-03/coronavirus-cochrane-forschung-masken-wirksamkeit,1634262580611915798,119,209430,2023-03-10 18:38:57+00:00,https://twitter.com/JaSimmank/status/1634262580611915798,nuanced_accurate,
JamesFLoveIV,https://www.rawstory.com/disinformation-the-underreported-scandal-at-the-new-york-times/,1636538819770974213,96,5199,2023-03-17 01:23:54+00:00,https://twitter.com/JamesFLoveIV/status/1636538819770974213,nuanced_accurate,
JamieSale,https://disinformationchronicle.substack.com/p/researchers-find-no-evidence-again,1623707015565705219,158,15157,2023-02-09 15:34:54+00:00,https://twitter.com/JamieSale/status/1623707015565705219,misleading,
JanJekielek,,1627777254611894272,132,35557,2023-02-20 21:08:34+00:00,https://twitter.com/JanJekielek/status/1627777254611894272,misleading,
JeninYounesEsq,,1629164233089859584,147,93515,2023-02-24 16:59:56+00:00,https://twitter.com/JeninYounesEsq/status/1629164233089859584,misleading,
JeninYounesEsq,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,1640004536809947137,130,27144,2023-03-26 14:55:26+00:00,https://twitter.com/JeninYounesEsq/status/1640004536809947137,misleading,
JenniferSey,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628215114645098497,95,20261,2023-02-22 02:08:28+00:00,https://twitter.com/JenniferSey/status/1628215114645098497,misleading,
JordanSchachtel,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628233375717752832,95,28448,2023-02-22 03:21:02+00:00,https://twitter.com/JordanSchachtel/status/1628233375717752832,misleading,
JuddLegum,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634231680603963406,92,20974,2023-03-10 16:36:09+00:00,https://twitter.com/JuddLegum/status/1634231680603963406,misleading,
Junge_Freiheit,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,1624304534771183617,95,10782,2023-02-11 07:09:13+00:00,https://twitter.com/Junge_Freiheit/status/1624304534771183617,misleading,
Junge_Freiheit,https://jungefreiheit.de/kultur/gesellschaft/2023/masken-schuetzen-nicht/,1620679767447191553,121,9450,2023-02-01 07:05:41+00:00,https://twitter.com/Junge_Freiheit/status/1620679767447191553,misleading,
KanAugust,https://trusttheevidence.substack.com/p/escaping-from-social-and-other-media,1625675126279634944,91,12432,2023-02-15 01:55:28+00:00,https://twitter.com/KanAugust/status/1625675126279634944,misleading,
